"","ID","Description","Count","GeneRatio","geneID"
"GO:0031597","GO:0031597","cytosolic proteasome complex",0,"0/85",""
"GO:1990111","GO:1990111","spermatoproteasome complex",0,"0/85",""
"GO:0000159","GO:0000159","protein phosphatase type 2A complex",0,"0/85",""
"GO:0005955","GO:0005955","calcineurin complex",0,"0/85",""
"GO:0030289","GO:0030289","protein phosphatase 4 complex",0,"0/85",""
"GO:0016611","GO:0016611","iron-iron nitrogenase complex",0,"0/85",""
"GO:0016612","GO:0016612","molybdenum-iron nitrogenase complex",0,"0/85",""
"GO:0016613","GO:0016613","vanadium-iron nitrogenase complex",0,"0/85",""
"GO:0030015","GO:0030015","CCR4-NOT core complex",0,"0/85",""
"GO:0000428","GO:0000428","DNA-directed RNA polymerase complex",0,"0/85",""
"GO:0031379","GO:0031379","RNA-directed RNA polymerase complex",0,"0/85",""
"GO:0009342","GO:0009342","glutamate synthase complex (NADPH)",0,"0/85",""
"GO:0031027","GO:0031027","glutamate synthase complex (NADH)",0,"0/85",""
"GO:0000123","GO:0000123","histone acetyltransferase complex",0,"0/85",""
"GO:0009323","GO:0009323","ribosomal-protein-alanine N-acetyltransferase complex",0,"0/85",""
"GO:0031414","GO:0031414","N-terminal protein acetyltransferase complex",0,"0/85",""
"GO:0106098","GO:0106098","NAGS/NAGK complex",0,"0/85",""
"GO:0031372","GO:0031372","UBC13-MMS2 complex",0,"0/85",""
"GO:0035370","GO:0035370","UBC13-UEV1A complex",0,"0/85",""
"GO:0000136","GO:0000136","mannan polymerase complex",0,"0/85",""
"GO:0031502","GO:0031502","dolichyl-phosphate-mannose-protein mannosyltransferase complex",0,"0/85",""
"GO:0033185","GO:0033185","dolichol-phosphate-mannose synthase complex",0,"0/85",""
"GO:0034066","GO:0034066","Ric1-Rgp1 guanyl-nucleotide exchange factor complex",0,"0/85",""
"GO:0071986","GO:0071986","Ragulator complex",0,"0/85",""
"GO:0033257","GO:0033257","Bcl3/NF-kappaB2 complex",0,"0/85",""
"GO:0031931","GO:0031931","TORC1 complex",0,"0/85",""
"GO:0031932","GO:0031932","TORC2 complex",0,"0/85",""
"GO:0005760","GO:0005760","gamma DNA polymerase complex",0,"0/85",""
"GO:0008622","GO:0008622","epsilon DNA polymerase complex",0,"0/85",""
"GO:0009355","GO:0009355","DNA polymerase V complex",0,"0/85",""
"GO:0009360","GO:0009360","DNA polymerase III complex",0,"0/85",""
"GO:0016035","GO:0016035","zeta DNA polymerase complex",0,"0/85",""
"GO:0005958","GO:0005958","DNA-dependent protein kinase-DNA ligase 4 complex",0,"0/85",""
"GO:0070420","GO:0070420","Ku-DNA ligase complex",0,"0/85",""
"GO:0140638","GO:0140638","small ribosomal subunit processing complex",0,"0/85",""
"GO:0009329","GO:0009329","acetate CoA-transferase complex",0,"0/85",""
"GO:0009343","GO:0009343","biotin carboxylase complex",0,"0/85",""
"GO:0032282","GO:0032282","plastid acetyl-CoA carboxylase complex",0,"0/85",""
"GO:0032284","GO:0032284","plastid biotin carboxylase complex",0,"0/85",""
"GO:0009379","GO:0009379","Holliday junction helicase complex",0,"0/85",""
"GO:0017117","GO:0017117","single-stranded DNA-dependent ATP-dependent DNA helicase complex",0,"0/85",""
"GO:0033203","GO:0033203","DNA helicase A complex",0,"0/85",""
"GO:0034980","GO:0034980","FHL2-CREB complex",0,"0/85",""
"GO:0034981","GO:0034981","FHL3-CREB complex",0,"0/85",""
"GO:1990156","GO:1990156","DnaB-DnaG complex",0,"0/85",""
"GO:1990161","GO:1990161","DnaB helicase complex",0,"0/85",""
"GO:0010367","GO:0010367","extracellular isoamylase complex",0,"0/85",""
"GO:0010368","GO:0010368","chloroplast isoamylase complex",0,"0/85",""
"GO:0009573","GO:0009573","chloroplast ribulose bisphosphate carboxylase complex",0,"0/85",""
"GO:0048494","GO:0048494","chromatophore ribulose bisphosphate carboxylase complex",0,"0/85",""
"GO:0071006","GO:0071006","U2-type catalytic step 1 spliceosome",0,"0/85",""
"GO:0071017","GO:0071017","U12-type catalytic step 1 spliceosome",0,"0/85",""
"GO:0071007","GO:0071007","U2-type catalytic step 2 spliceosome",0,"0/85",""
"GO:0071018","GO:0071018","U12-type catalytic step 2 spliceosome",0,"0/85",""
"GO:0000214","GO:0000214","tRNA-intron endonuclease complex",0,"0/85",""
"GO:0030677","GO:0030677","ribonuclease P complex",0,"0/85",""
"GO:0070578","GO:0070578","RISC-loading complex",0,"0/85",""
"GO:0090730","GO:0090730","Las1 complex",0,"0/85",""
"GO:1903095","GO:1903095","ribonuclease III complex",0,"0/85",""
"GO:1990332","GO:1990332","Ire1 complex",0,"0/85",""
"GO:0008287","GO:0008287","protein serine/threonine phosphatase complex",0,"0/85",""
"GO:0045253","GO:0045253","pyruvate dehydrogenase (lipoamide) phosphatase complex",0,"0/85",""
"GO:0106095","GO:0106095","m7G(5')pppN diphosphatase complex",0,"0/85",""
"GO:1904096","GO:1904096","protein tyrosine phosphatase complex",0,"0/85",""
"GO:1904097","GO:1904097","acid phosphatase complex",0,"0/85",""
"GO:1904144","GO:1904144","phosphatidylinositol phosphate phosphatase complex",0,"0/85",""
"GO:0062091","GO:0062091","Ycf2/FtsHi complex",0,"0/85",""
"GO:0070603","GO:0070603","SWI/SNF superfamily-type complex",0,"0/85",""
"GO:1904564","GO:1904564","Nbp35-Cfd1 ATPase complex",0,"0/85",""
"GO:1990621","GO:1990621","ESCRT IV complex",0,"0/85",""
"GO:0002169","GO:0002169","3-methylcrotonyl-CoA carboxylase complex, mitochondrial",0,"0/85",""
"GO:0009359","GO:0009359","type II site-specific deoxyribonuclease complex",0,"0/85",""
"GO:0009380","GO:0009380","excinuclease repair complex",0,"0/85",""
"GO:0019812","GO:0019812","type I site-specific deoxyribonuclease complex",0,"0/85",""
"GO:0019813","GO:0019813","type III site-specific deoxyribonuclease complex",0,"0/85",""
"GO:0032068","GO:0032068","type IV site-specific deoxyribonuclease complex",0,"0/85",""
"GO:0048476","GO:0048476","Holliday junction resolvase complex",0,"0/85",""
"GO:0000178","GO:0000178","exosome (RNase complex)",0,"0/85",""
"GO:0110103","GO:0110103","RNA polymerase II termination complex",0,"0/85",""
"GO:0000124","GO:0000124","SAGA complex",0,"0/85",""
"GO:0005787","GO:0005787","signal peptidase complex",0,"0/85",""
"GO:0061672","GO:0061672","glutathione hydrolase complex",0,"0/85",""
"GO:0120125","GO:0120125","PNGase complex",0,"0/85",""
"GO:1905286","GO:1905286","serine-type peptidase complex",0,"0/85",""
"GO:1905369","GO:1905369","endopeptidase complex",0,"0/85",""
"GO:1990850","GO:1990850","H-gal-GP complex",0,"0/85",""
"GO:0002180","GO:0002180","5-lipoxygenase complex",0,"0/85",""
"GO:0002197","GO:0002197","xanthine dehydrogenase complex",0,"0/85",""
"GO:0005960","GO:0005960","glycine cleavage complex",0,"0/85",""
"GO:0005971","GO:0005971","ribonucleoside-diphosphate reductase complex",0,"0/85",""
"GO:0009321","GO:0009321","alkyl hydroperoxide reductase complex",0,"0/85",""
"GO:0009322","GO:0009322","trimethylamine-N-oxide reductase complex",0,"0/85",""
"GO:0009325","GO:0009325","nitrate reductase complex",0,"0/85",""
"GO:0009326","GO:0009326","formate dehydrogenase complex",0,"0/85",""
"GO:0009331","GO:0009331","glycerol-3-phosphate dehydrogenase complex",0,"0/85",""
"GO:0009334","GO:0009334","3-phenylpropionate dioxygenase complex",0,"0/85",""
"GO:0009339","GO:0009339","glycolate oxidase complex",0,"0/85",""
"GO:0009375","GO:0009375","ferredoxin hydrogenase complex",0,"0/85",""
"GO:0009390","GO:0009390","dimethyl sulfoxide reductase complex",0,"0/85",""
"GO:0009654","GO:0009654","photosystem II oxygen evolving complex",0,"0/85",""
"GO:0015050","GO:0015050","methane monooxygenase complex",0,"0/85",""
"GO:0016222","GO:0016222","procollagen-proline 4-dioxygenase complex",0,"0/85",""
"GO:0016610","GO:0016610","nitrogenase complex",0,"0/85",""
"GO:0030386","GO:0030386","ferredoxin-thioredoxin reductase complex",0,"0/85",""
"GO:0030700","GO:0030700","glycine reductase complex",0,"0/85",""
"GO:0030964","GO:0030964","NADH dehydrogenase complex",0,"0/85",""
"GO:0031026","GO:0031026","glutamate synthase complex",0,"0/85",""
"GO:0032921","GO:0032921","sarcosine oxidase complex",0,"0/85",""
"GO:0044678","GO:0044678","CoB-CoM heterodisulfide reductase complex",0,"0/85",""
"GO:0044679","GO:0044679","methanophenazine reducing hydrogenase complex",0,"0/85",""
"GO:0045240","GO:0045240","dihydrolipoyl dehydrogenase complex",0,"0/85",""
"GO:0045242","GO:0045242","isocitrate dehydrogenase complex (NAD+)",0,"0/85",""
"GO:0045251","GO:0045251","electron transfer flavoprotein complex",0,"0/85",""
"GO:0045254","GO:0045254","pyruvate dehydrogenase complex",0,"0/85",""
"GO:0062077","GO:0062077","phenylacetyl-CoA 1,2-epoxidase complex",0,"0/85",""
"GO:0062151","GO:0062151","catalase complex",0,"0/85",""
"GO:0140690","GO:0140690","dihydropyrimidine dehydrogenase (NAD+) complex",0,"0/85",""
"GO:1902515","GO:1902515","thioredoxin-disulfide reductase complex",0,"0/85",""
"GO:1902560","GO:1902560","GMP reductase complex",0,"0/85",""
"GO:1902693","GO:1902693","superoxide dismutase complex",0,"0/85",""
"GO:1902792","GO:1902792","pyrroline-5-carboxylate reductase complex",0,"0/85",""
"GO:1903958","GO:1903958","nitric-oxide synthase complex",0,"0/85",""
"GO:1904852","GO:1904852","trimethylamine-N-oxide reductase (cytochrome c) complex",0,"0/85",""
"GO:1905862","GO:1905862","ferroxidase complex",0,"0/85",""
"GO:1990148","GO:1990148","glutamate dehydrogenase complex",0,"0/85",""
"GO:1990201","GO:1990201","alkanesulfonate monooxygenase complex",0,"0/85",""
"GO:1990202","GO:1990202","FMN reductase complex",0,"0/85",""
"GO:1990205","GO:1990205","taurine dioxygenase complex",0,"0/85",""
"GO:1990232","GO:1990232","phosphomannomutase complex",0,"0/85",""
"GO:0000151","GO:0000151","ubiquitin ligase complex",0,"0/85",""
"GO:0000506","GO:0000506","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex",0,"0/85",""
"GO:0002178","GO:0002178","palmitoyltransferase complex",0,"0/85",""
"GO:0005836","GO:0005836","fatty-acyl-CoA synthase complex",0,"0/85",""
"GO:0005946","GO:0005946","alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",0,"0/85",""
"GO:0005948","GO:0005948","acetolactate synthase complex",0,"0/85",""
"GO:0005953","GO:0005953","CAAX-protein geranylgeranyltransferase complex",0,"0/85",""
"GO:0005965","GO:0005965","protein farnesyltransferase complex",0,"0/85",""
"GO:0005968","GO:0005968","Rab-protein geranylgeranyltransferase complex",0,"0/85",""
"GO:0005969","GO:0005969","serine-pyruvate aminotransferase complex",0,"0/85",""
"GO:0008250","GO:0008250","oligosaccharyltransferase complex",0,"0/85",""
"GO:0009333","GO:0009333","cysteine synthase complex",0,"0/85",""
"GO:0009347","GO:0009347","aspartate carbamoyltransferase complex",0,"0/85",""
"GO:0009348","GO:0009348","ornithine carbamoyltransferase complex",0,"0/85",""
"GO:0009349","GO:0009349","riboflavin synthase complex",0,"0/85",""
"GO:0009382","GO:0009382","imidazoleglycerol-phosphate synthase complex",0,"0/85",""
"GO:0009923","GO:0009923","fatty acid elongase complex",0,"0/85",""
"GO:0010330","GO:0010330","cellulose synthase complex",0,"0/85",""
"GO:0017122","GO:0017122","protein N-acetylglucosaminyltransferase complex",0,"0/85",""
"GO:0031371","GO:0031371","ubiquitin conjugating enzyme complex",0,"0/85",""
"GO:0031501","GO:0031501","mannosyltransferase complex",0,"0/85",""
"GO:0032144","GO:0032144","4-aminobutyrate transaminase complex",0,"0/85",""
"GO:0032476","GO:0032476","decaprenyl diphosphate synthase complex",0,"0/85",""
"GO:0034274","GO:0034274","Atg12-Atg5-Atg16 complex",0,"0/85",""
"GO:0034708","GO:0034708","methyltransferase complex",2,"2/85","JARID2/CHD8"
"GO:0044673","GO:0044673","7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase complex",0,"0/85",""
"GO:0044674","GO:0044674","methyl coenzyme M reductase complex",0,"0/85",""
"GO:0048269","GO:0048269","methionine adenosyltransferase complex",0,"0/85",""
"GO:0061695","GO:0061695","transferase complex, transferring phosphorus-containing groups",0,"0/85",""
"GO:0070916","GO:0070916","inositol phosphoceramide synthase complex",0,"0/85",""
"GO:0106068","GO:0106068","SUMO ligase complex",0,"0/85",""
"GO:0120097","GO:0120097","glycosylphosphatidylinositol-mannosyltransferase II complex",0,"0/85",""
"GO:0140615","GO:0140615","ATP-dependent citrate lyase complex",0,"0/85",""
"GO:1902493","GO:1902493","acetyltransferase complex",0,"0/85",""
"GO:1904423","GO:1904423","dehydrodolichyl diphosphate synthase complex",0,"0/85",""
"GO:1990228","GO:1990228","sulfurtransferase complex",0,"0/85",""
"GO:1990230","GO:1990230","iron-sulfur cluster transfer complex",0,"0/85",""
"GO:1990302","GO:1990302","Bre1-Rad6 ubiquitin ligase complex",0,"0/85",""
"GO:1990303","GO:1990303","UBR1-RAD6 ubiquitin ligase complex",0,"0/85",""
"GO:1990304","GO:1990304","MUB1-RAD6-UBR2 ubiquitin ligase complex",0,"0/85",""
"GO:1990305","GO:1990305","RAD6-UBR2 ubiquitin ligase complex",0,"0/85",""
"GO:1990306","GO:1990306","RSP5-BUL ubiquitin ligase complex",0,"0/85",""
"GO:1990529","GO:1990529","glycosylphosphatidylinositol-mannosyltransferase I complex",0,"0/85",""
"GO:1990658","GO:1990658","transnitrosylase complex",0,"0/85",""
"GO:0097180","GO:0097180","serine protease inhibitor complex",0,"0/85",""
"GO:1990530","GO:1990530","Cdc50p-Drs2p complex",0,"0/85",""
"GO:0032301","GO:0032301","MutSalpha complex",0,"0/85",""
"GO:0032302","GO:0032302","MutSbeta complex",0,"0/85",""
"GO:0032389","GO:0032389","MutLalpha complex",0,"0/85",""
"GO:0032390","GO:0032390","MutLbeta complex",0,"0/85",""
"GO:0062128","GO:0062128","MutSgamma complex",0,"0/85",""
"GO:0097587","GO:0097587","MutLgamma complex",0,"0/85",""
"GO:1990710","GO:1990710","MutS complex",0,"0/85",""
"GO:1990588","GO:1990588","FtsBL complex",0,"0/85",""
"GO:0000172","GO:0000172","ribonuclease MRP complex",0,"0/85",""
"GO:0031428","GO:0031428","box C/D RNP complex",0,"0/85",""
"GO:0072588","GO:0072588","box H/ACA RNP complex",0,"0/85",""
"GO:0042788","GO:0042788","polysomal ribosome",0,"0/85",""
"GO:0030678","GO:0030678","mitochondrial ribonuclease P complex",0,"0/85",""
"GO:0030680","GO:0030680","dimeric ribonuclease P complex",0,"0/85",""
"GO:0030681","GO:0030681","multimeric ribonuclease P complex",0,"0/85",""
"GO:0030685","GO:0030685","nucleolar preribosome",0,"0/85",""
"GO:0030686","GO:0030686","90S preribosome",0,"0/85",""
"GO:0030687","GO:0030687","preribosome, large subunit precursor",0,"0/85",""
"GO:0030688","GO:0030688","preribosome, small subunit precursor",0,"0/85",""
"GO:0032040","GO:0032040","small-subunit processome",0,"0/85",""
"GO:0016442","GO:0016442","RISC complex",0,"0/85",""
"GO:0030958","GO:0030958","RITS complex",0,"0/85",""
"GO:0033167","GO:0033167","ARC complex",0,"0/85",""
"GO:0015934","GO:0015934","large ribosomal subunit",0,"0/85",""
"GO:0015935","GO:0015935","small ribosomal subunit",0,"0/85",""
"GO:0005786","GO:0005786","signal recognition particle, endoplasmic reticulum targeting",0,"0/85",""
"GO:0048501","GO:0048501","signal recognition particle, plasma membrane targeting",0,"0/85",""
"GO:0080085","GO:0080085","signal recognition particle, chloroplast targeting",0,"0/85",""
"GO:0033291","GO:0033291","eukaryotic 80S initiation complex",0,"0/85",""
"GO:0016282","GO:0016282","eukaryotic 43S preinitiation complex",0,"0/85",""
"GO:0033290","GO:0033290","eukaryotic 48S preinitiation complex",0,"0/85",""
"GO:0039615","GO:0039615","T=1 icosahedral viral capsid",0,"0/85",""
"GO:0039616","GO:0039616","T=2 icosahedral viral capsid",0,"0/85",""
"GO:0039617","GO:0039617","T=3 icosahedral viral capsid",0,"0/85",""
"GO:0039618","GO:0039618","T=pseudo3 icosahedral viral capsid",0,"0/85",""
"GO:0039619","GO:0039619","T=4 icosahedral viral capsid",0,"0/85",""
"GO:0039620","GO:0039620","T=7 icosahedral viral capsid",0,"0/85",""
"GO:0039621","GO:0039621","T=13 icosahedral viral capsid",0,"0/85",""
"GO:0039622","GO:0039622","T=16 icosahedral viral capsid",0,"0/85",""
"GO:0039623","GO:0039623","T=25 icosahedral viral capsid",0,"0/85",""
"GO:0039624","GO:0039624","viral outer capsid",0,"0/85",""
"GO:0039625","GO:0039625","viral inner capsid",0,"0/85",""
"GO:0039626","GO:0039626","viral intermediate capsid",0,"0/85",""
"GO:0039627","GO:0039627","T=147 icosahedral capsid",0,"0/85",""
"GO:0039628","GO:0039628","T=169 icosahedral viral capsid",0,"0/85",""
"GO:0039629","GO:0039629","T=219 icosahedral capsid",0,"0/85",""
"GO:0039670","GO:0039670","viral capsid, turret",0,"0/85",""
"GO:0098029","GO:0098029","icosahedral viral capsid, spike",0,"0/85",""
"GO:0098030","GO:0098030","icosahedral viral capsid, neck",0,"0/85",""
"GO:0098031","GO:0098031","icosahedral viral capsid, collar",0,"0/85",""
"GO:0098017","GO:0098017","viral capsid, major subunit",0,"0/85",""
"GO:0098018","GO:0098018","viral capsid, minor subunit",0,"0/85",""
"GO:0098022","GO:0098022","viral capsid, fiber",0,"0/85",""
"GO:0098032","GO:0098032","icosahedral viral capsid, collar fiber",0,"0/85",""
"GO:0098033","GO:0098033","icosahedral viral capsid, neck fiber",0,"0/85",""
"GO:1990317","GO:1990317","Gin4 complex",0,"0/85",""
"GO:0062079","GO:0062079","ATG2-ATG18 complex",0,"0/85",""
"GO:0097632","GO:0097632","extrinsic component of phagophore assembly site membrane",0,"0/85",""
"GO:0097633","GO:0097633","intrinsic component of phagophore assembly site membrane",0,"0/85",""
"GO:0001739","GO:0001739","sex chromatin",0,"0/85",""
"GO:0005721","GO:0005721","pericentric heterochromatin",0,"0/85",""
"GO:0005725","GO:0005725","intercalary heterochromatin",0,"0/85",""
"GO:0031934","GO:0031934","mating-type region heterochromatin",0,"0/85",""
"GO:0033553","GO:0033553","rDNA heterochromatin",0,"0/85",""
"GO:0035985","GO:0035985","senescence-associated heterochromatin focus",0,"0/85",""
"GO:0099115","GO:0099115","chromosome, subtelomeric region",0,"0/85",""
"GO:1990342","GO:1990342","heterochromatin island",0,"0/85",""
"GO:1990343","GO:1990343","heterochromatin domain",0,"0/85",""
"GO:0005731","GO:0005731","nucleolus organizer region",0,"0/85",""
"GO:0030875","GO:0030875","rDNA protrusion",0,"0/85",""
"GO:0097424","GO:0097424","nucleolus-associated heterochromatin",0,"0/85",""
"GO:0016580","GO:0016580","Sin3 complex",1,"1/85","SIN3A"
"GO:0032221","GO:0032221","Rpd3S/Clr6-CII complex",0,"0/85",""
"GO:0033698","GO:0033698","Rpd3L complex",0,"0/85",""
"GO:1990537","GO:1990537","mitotic spindle polar microtubule",0,"0/85",""
"GO:0120201","GO:0120201","cone photoreceptor disc membrane",0,"0/85",""
"GO:0120202","GO:0120202","rod photoreceptor disc membrane",0,"0/85",""
"GO:0120203","GO:0120203","rod photoreceptor disc lumen",0,"0/85",""
"GO:1990427","GO:1990427","stereocilia tip-link density",0,"0/85",""
"GO:0002142","GO:0002142","stereocilia ankle link complex",1,"1/85","USH2A"
"GO:0005577","GO:0005577","fibrinogen complex",0,"0/85",""
"GO:0005601","GO:0005601","classical-complement-pathway C3/C5 convertase complex",0,"0/85",""
"GO:0005602","GO:0005602","complement component C1 complex",0,"0/85",""
"GO:0005616","GO:0005616","larval serum protein complex",0,"0/85",""
"GO:0016942","GO:0016942","insulin-like growth factor binding protein complex",0,"0/85",""
"GO:0031395","GO:0031395","bursicon neuropeptide hormone complex",0,"0/85",""
"GO:0042571","GO:0042571","immunoglobulin complex, circulating",0,"0/85",""
"GO:0043511","GO:0043511","inhibin complex",0,"0/85",""
"GO:0043514","GO:0043514","interleukin-12 complex",0,"0/85",""
"GO:0048180","GO:0048180","activin complex",0,"0/85",""
"GO:0062167","GO:0062167","complement component C1q complex",0,"0/85",""
"GO:0070062","GO:0070062","extracellular exosome",5,"5/85","CA2/EPHX2/ITGB3/SLC1A1/NSUN2"
"GO:0070743","GO:0070743","interleukin-23 complex",0,"0/85",""
"GO:0070744","GO:0070744","interleukin-27 complex",0,"0/85",""
"GO:0070745","GO:0070745","interleukin-35 complex",0,"0/85",""
"GO:0072562","GO:0072562","blood microparticle",0,"0/85",""
"GO:0097058","GO:0097058","CRLF-CLCF1 complex",0,"0/85",""
"GO:0097059","GO:0097059","CNTFR-CLCF1 complex",0,"0/85",""
"GO:0110157","GO:0110157","reelin complex",0,"0/85",""
"GO:0043264","GO:0043264","extracellular non-membrane-bounded organelle",0,"0/85",""
"GO:0065010","GO:0065010","extracellular membrane-bounded organelle",5,"5/85","CA2/EPHX2/ITGB3/SLC1A1/NSUN2"
"GO:0045172","GO:0045172","germline ring canal",0,"0/85",""
"GO:0098549","GO:0098549","somatic ring canal",0,"0/85",""
"GO:0016914","GO:0016914","follicle-stimulating hormone complex",0,"0/85",""
"GO:0070702","GO:0070702","inner mucus layer",0,"0/85",""
"GO:0070703","GO:0070703","outer mucus layer",0,"0/85",""
"GO:0034362","GO:0034362","low-density lipoprotein particle",0,"0/85",""
"GO:0034364","GO:0034364","high-density lipoprotein particle",0,"0/85",""
"GO:0034385","GO:0034385","triglyceride-rich plasma lipoprotein particle",0,"0/85",""
"GO:0042627","GO:0042627","chylomicron",0,"0/85",""
"GO:0043512","GO:0043512","inhibin A complex",0,"0/85",""
"GO:0043513","GO:0043513","inhibin B complex",0,"0/85",""
"GO:0043509","GO:0043509","activin A complex",0,"0/85",""
"GO:0043510","GO:0043510","activin B complex",0,"0/85",""
"GO:0048183","GO:0048183","activin AB complex",0,"0/85",""
"GO:1990563","GO:1990563","extracellular exosome complex",0,"0/85",""
"GO:0072563","GO:0072563","endothelial microparticle",0,"0/85",""
"GO:0000176","GO:0000176","nuclear exosome (RNase complex)",0,"0/85",""
"GO:0000177","GO:0000177","cytoplasmic exosome (RNase complex)",0,"0/85",""
"GO:0005728","GO:0005728","extrachromosomal rDNA circle",0,"0/85",""
"GO:0005729","GO:0005729","2-micrometer circle DNA",0,"0/85",""
"GO:0000164","GO:0000164","protein phosphatase type 1 complex",0,"0/85",""
"GO:0000229","GO:0000229","cytoplasmic chromosome",0,"0/85",""
"GO:0000308","GO:0000308","cytoplasmic cyclin-dependent protein kinase holoenzyme complex",0,"0/85",""
"GO:0000407","GO:0000407","phagophore assembly site",0,"0/85",""
"GO:0002096","GO:0002096","polkadots",0,"0/85",""
"GO:0005739","GO:0005739","mitochondrion",5,"5/85","BDNF/JARID2/NTSR1/DIP2A/NSUN2"
"GO:0005773","GO:0005773","vacuole",1,"1/85","GRIN2B"
"GO:0005783","GO:0005783","endoplasmic reticulum",7,"7/85","DHCR24/DLG4/GRIN2B/NTSR1/RYR2/SLC1A1/NRXN1"
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",0,"0/85",""
"GO:0005794","GO:0005794","Golgi apparatus",4,"4/85","DHCR24/NTSR1/CNTNAP2/DIPK2A"
"GO:0005829","GO:0005829","cytosol",14,"14/85","CA2/DHCR24/DLG4/DPYD/EPHX2/GABRA5/PAH/TRIP12/ANKRD11/DDHD1/SHANK3/CEP41/IQGAP3/UPP2"
"GO:0005850","GO:0005850","eukaryotic translation initiation factor 2 complex",0,"0/85",""
"GO:0005851","GO:0005851","eukaryotic translation initiation factor 2B complex",0,"0/85",""
"GO:0005852","GO:0005852","eukaryotic translation initiation factor 3 complex",0,"0/85",""
"GO:0005853","GO:0005853","eukaryotic translation elongation factor 1 complex",0,"0/85",""
"GO:0005854","GO:0005854","nascent polypeptide-associated complex",0,"0/85",""
"GO:0005881","GO:0005881","cytoplasmic microtubule",0,"0/85",""
"GO:0005883","GO:0005883","neurofilament",0,"0/85",""
"GO:0005938","GO:0005938","cell cortex",3,"3/85","DLG4/HFE/CTTNBP2"
"GO:0005950","GO:0005950","anthranilate synthase complex",0,"0/85",""
"GO:0005951","GO:0005951","carbamoyl-phosphate synthase complex",0,"0/85",""
"GO:0005964","GO:0005964","phosphorylase kinase complex",0,"0/85",""
"GO:0009317","GO:0009317","acetyl-CoA carboxylase complex",0,"0/85",""
"GO:0009320","GO:0009320","phosphoribosylaminoimidazole carboxylase complex",0,"0/85",""
"GO:0009328","GO:0009328","phenylalanine-tRNA ligase complex",0,"0/85",""
"GO:0009332","GO:0009332","glutamate-tRNA ligase complex",0,"0/85",""
"GO:0009336","GO:0009336","sulfate adenylyltransferase complex (ATP)",0,"0/85",""
"GO:0009345","GO:0009345","glycine-tRNA ligase complex",0,"0/85",""
"GO:0009346","GO:0009346","ATP-independent citrate lyase complex",0,"0/85",""
"GO:0009504","GO:0009504","cell plate",0,"0/85",""
"GO:0009524","GO:0009524","phragmoplast",0,"0/85",""
"GO:0009525","GO:0009525","phragmosome",0,"0/85",""
"GO:0009536","GO:0009536","plastid",0,"0/85",""
"GO:0009574","GO:0009574","preprophase band",0,"0/85",""
"GO:0010169","GO:0010169","thioglucosidase complex",0,"0/85",""
"GO:0016281","GO:0016281","eukaryotic translation initiation factor 4F complex",0,"0/85",""
"GO:0016528","GO:0016528","sarcoplasm",2,"2/85","MEF2C/RYR2"
"GO:0017102","GO:0017102","methionyl glutamyl tRNA synthetase complex",0,"0/85",""
"GO:0017109","GO:0017109","glutamate-cysteine ligase complex",0,"0/85",""
"GO:0018444","GO:0018444","translation release factor complex",0,"0/85",""
"GO:0019037","GO:0019037","viral assembly intermediate",0,"0/85",""
"GO:0019197","GO:0019197","phosphoenolpyruvate-dependent sugar phosphotransferase complex",0,"0/85",""
"GO:0020022","GO:0020022","acidocalcisome",0,"0/85",""
"GO:0030117","GO:0030117","membrane coat",1,"1/85","DIPK2A"
"GO:0030877","GO:0030877","beta-catenin destruction complex",0,"0/85",""
"GO:0030929","GO:0030929","ADPG pyrophosphorylase complex",0,"0/85",""
"GO:0031201","GO:0031201","SNARE complex",0,"0/85",""
"GO:0031209","GO:0031209","SCAR complex",0,"0/85",""
"GO:0031250","GO:0031250","anaerobic ribonucleoside-triphosphate reductase complex",0,"0/85",""
"GO:0031251","GO:0031251","PAN complex",0,"0/85",""
"GO:0031410","GO:0031410","cytoplasmic vesicle",15,"15/85","AVPR1A/BDNF/DIO3/DLG4/GABRB3/GRIN2B/HFE/ITGB3/RYR2/SLC1A1/CNTNAP2/NLGN3/ROGDI/CTTNBP2/DIPK2A"
"GO:0031680","GO:0031680","G-protein beta/gamma-subunit complex",0,"0/85",""
"GO:0032019","GO:0032019","mitochondrial cloud",0,"0/85",""
"GO:0032047","GO:0032047","mitosome",0,"0/85",""
"GO:0032449","GO:0032449","CBM complex",0,"0/85",""
"GO:0032477","GO:0032477","homodimeric decaprenyl diphosphate synthase complex",0,"0/85",""
"GO:0033254","GO:0033254","vacuolar transporter chaperone complex",0,"0/85",""
"GO:0034081","GO:0034081","polyketide synthase complex",0,"0/85",""
"GO:0034270","GO:0034270","Cvt complex",0,"0/85",""
"GO:0034430","GO:0034430","monolayer-surrounded lipid storage body outer lipid monolayer",0,"0/85",""
"GO:0034515","GO:0034515","proteasome storage granule",0,"0/85",""
"GO:0034709","GO:0034709","methylosome",0,"0/85",""
"GO:0034715","GO:0034715","pICln-Sm protein complex",0,"0/85",""
"GO:0034719","GO:0034719","SMN-Sm protein complex",0,"0/85",""
"GO:0034741","GO:0034741","APC-tubulin-IQGAP1 complex",0,"0/85",""
