"","ID","Description","Count","GeneRatio","geneID"
"GO:0048518","GO:0048518","positive regulation of biological process",50,"50/85","AVPR1A/BDNF/CA2/CIRBP/DIO2/DIO3/DLG4/DLX1/DNMT3A/DNMT3B/EN2/EPHX2/GRIN2B/GTF2I/HFE/ITGB3/JARID2/MEF2C/MTNR1B/NTSR1/OXTR/RELN/RARB/RYR2/SLC1A1/SOX5/SOX9/TBL1X/NRXN1/RAI1/IL1RAPL1/DIP2A/HEY1/SIN3A/CNTNAP2/FOXP1/NLGN3/LRRN3/FEV/TSHZ3/DPP10/CHD8/ROGDI/TET1/DDHD1/SHANK3/IQGAP3/TET3/DIPK2A/LRRTM3"
"GO:0048519","GO:0048519","negative regulation of biological process",45,"45/85","AVPR1A/BDNF/CIRBP/DHCR24/DLG4/DLX1/DNMT3A/DNMT3B/EN2/GABRA5/GRIN2B/GTF2I/HFE/ITGB3/JARID2/MEF2C/MTNR1B/NTSR1/OXTR/RARB/RYR2/SFSWAP/SLC1A1/SLC16A2/SOX9/TBL1X/USH2A/TRIP12/RAI1/IL1RAPL1/MYT1L/CIC/DIP2A/HEY1/SIN3A/FOXP1/NSUN2/NLGN4X/TSHZ3/CHD8/TET1/SHANK3/IQGAP3/DIPK2A/MIR486-1"
"GO:0048583","GO:0048583","regulation of response to stimulus",23,"23/85","BDNF/DLG4/DLX1/HFE/ITGB3/JARID2/MEF2C/MTNR1B/NTSR1/RELN/SOX9/TBL1X/TRIP12/NRXN1/HEY1/SIN3A/FOXP1/NLGN3/NLGN4X/CHD8/SHANK3/IQGAP3/DIPK2A"
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels",0,"0/85",""
"GO:0098900","GO:0098900","regulation of action potential",3,"3/85","MTNR1B/NTSR1/RYR2"
"GO:0110149","GO:0110149","regulation of biomineralization",3,"3/85","MEF2C/SOX9/HEY1"
"GO:1900046","GO:1900046","regulation of hemostasis",0,"0/85",""
"GO:1902630","GO:1902630","regulation of membrane hyperpolarization",0,"0/85",""
"GO:1903664","GO:1903664","regulation of asexual reproduction",0,"0/85",""
"GO:0006950","GO:0006950","response to stress",19,"19/85","AVPR1A/CA2/CHD2/CIRBP/DHCR24/DNMT3A/DNMT3B/GABRA5/GTF2I/HFE/ITGB3/MEF2C/OXTR/RELN/RYR2/SLC1A1/TRIP12/SIN3A/FOXP1"
"GO:0009605","GO:0009605","response to external stimulus",21,"21/85","AVPR1A/BDNF/DNMT3A/DNMT3B/HFE/ITGB3/MEF2C/NTSR1/RELN/RYR2/SCN1A/SLC1A1/SOX9/NRXN3/NRXN1/NRXN2/SIN3A/CNTNAP2/FOXP1/CHD8/SHANK3"
"GO:0009607","GO:0009607","response to biotic stimulus",3,"3/85","MEF2C/SIN3A/FOXP1"
"GO:0009628","GO:0009628","response to abiotic stimulus",15,"15/85","AVPR1A/CA2/CIRBP/DNMT3A/DNMT3B/NTSR1/OXTR/RYR2/SCN1A/SLC1A1/SOX9/NRXN1/NRXN2/CNTNAP2/SHANK3"
"GO:0009719","GO:0009719","response to endogenous stimulus",20,"20/85","AVPR1A/BDNF/CA2/DHCR24/DLX1/DNMT3A/DNMT3B/GABRB3/GLRA2/HFE/MEF2C/OXTR/RARB/RYR2/SLC1A1/SOX5/SOX9/HEY1/SIN3A/FOXP1"
"GO:0014823","GO:0014823","response to activity",2,"2/85","DNMT3B/RYR2"
"GO:0014854","GO:0014854","response to inactivity",0,"0/85",""
"GO:0014874","GO:0014874","response to stimulus involved in regulation of muscle adaptation",0,"0/85",""
"GO:0042221","GO:0042221","response to chemical",30,"30/85","AVPR1A/BDNF/CA2/DHCR24/DLG4/DLX1/DNMT3A/DNMT3B/EPHX2/GABRB3/GLRA2/GRIN2B/HFE/ITGB3/JARID2/MEF2C/NTSR1/OXTR/RELN/RARB/RYR2/SLC1A1/SOX5/SOX9/NRXN3/NRXN1/HEY1/SIN3A/FOXP1/IQGAP3"
"GO:0043500","GO:0043500","muscle adaptation",1,"1/85","JARID2"
"GO:0051606","GO:0051606","detection of stimulus",3,"3/85","NTSR1/RYR2/SCN1A"
"GO:0051775","GO:0051775","response to redox state",1,"1/85","RYR2"
"GO:0072376","GO:0072376","protein activation cascade",0,"0/85",""
"GO:0031503","GO:0031503","protein-containing complex localization",5,"5/85","DLG4/ITGB3/RELN/SLC1A1/NSUN2"
"GO:0033036","GO:0033036","macromolecule localization",21,"21/85","BDNF/DHCR24/DLG4/DPP6/HFE/ITGB3/MTNR1B/NTSR1/RELN/RYR2/SLC1A1/SOX9/USH2A/NRXN1/NRXN2/SIN3A/CNTNAP2/NSUN2/DPP10/SHANK3/CEP41"
"GO:0035732","GO:0035732","nitric oxide storage",0,"0/85",""
"GO:0036214","GO:0036214","contractile ring localization",0,"0/85",""
"GO:0051234","GO:0051234","establishment of localization",32,"32/85","AVPR1A/CA2/DLG4/DPP6/GABRA5/GABRB3/GLRA2/GRIN2B/HFE/ITGB3/MEF2C/MTNR1B/NTSR1/OXTR/RELN/RYR2/SCN1A/SLC1A1/SLC16A2/USH2A/NEMF/NRXN1/NRXN2/IL1RAPL1/NLGN3/NSUN2/GABRQ/NLGN4X/DPP10/SHANK3/CEP41/UNC80"
"GO:0051235","GO:0051235","maintenance of location",3,"3/85","ITGB3/NTSR1/RYR2"
"GO:1902579","GO:1902579","multi-organism localization",0,"0/85",""
"GO:0000128","GO:0000128","flocculation",0,"0/85",""
"GO:0000771","GO:0000771","agglutination involved in conjugation",0,"0/85",""
"GO:0044010","GO:0044010","single-species biofilm formation",0,"0/85",""
"GO:0099120","GO:0099120","socially cooperative development",0,"0/85",""
"GO:0050789","GO:0050789","regulation of biological process",73,"73/85","AVPR1A/BDNF/CA2/CHD2/CIRBP/DHCR24/DIO2/DIO3/DLG4/DLX1/DNMT3A/DNMT3B/DPP6/EN2/EPHX2/GABRA5/GABRB3/GLRA2/GRIN2B/GTF2I/HFE/ITGB3/JARID2/MEF2C/MTNR1A/MTNR1B/NTSR1/OXTR/RELN/RARB/RYR2/SCN1A/SFSWAP/SLC1A1/SLC16A2/SOX5/SOX9/TBL1X/USH2A/NEMF/GPR50/TRIP12/NRXN1/NRXN2/RAI1/IL1RAPL1/MYT1L/CIC/DIP2A/HEY1/SIN3A/CNTNAP2/FOXP1/NLGN3/LRRN3/FEV/NSUN2/GABRQ/NLGN4X/TSHZ3/DPP10/CHD8/ROGDI/TET1/DDHD1/CTTNBP2/SHANK3/IQGAP3/PTCHD1/TET3/DIPK2A/LRRTM3/MIR486-1"
"GO:0065008","GO:0065008","regulation of biological quality",43,"43/85","AVPR1A/BDNF/CA2/CIRBP/DIO2/DIO3/DLG4/EPHX2/GABRA5/GABRB3/GLRA2/GRIN2B/GTF2I/HFE/ITGB3/MEF2C/MTNR1B/NTSR1/OXTR/PAH/RELN/RYR2/SCN1A/SLC1A1/SLC16A2/SOX9/TBL1X/USH2A/NRXN1/NRXN2/IL1RAPL1/SIN3A/NLGN3/LRRN3/NSUN2/GABRQ/NLGN4X/TSHZ3/CTTNBP2/SHANK3/IQGAP3/UNC80/LRRTM3"
"GO:0065009","GO:0065009","regulation of molecular function",19,"19/85","AVPR1A/BDNF/DHCR24/DLG4/GRIN2B/HFE/ITGB3/MEF2C/MTNR1B/NTSR1/RELN/RYR2/SLC1A1/HEY1/SIN3A/NLGN3/SHANK3/IQGAP3/DIPK2A"
"GO:0009407","GO:0009407","toxin catabolic process",0,"0/85",""
"GO:0010127","GO:0010127","mycothiol-dependent detoxification",0,"0/85",""
"GO:0010312","GO:0010312","detoxification of zinc ion",0,"0/85",""
"GO:0051410","GO:0051410","detoxification of nitrogen compound",0,"0/85",""
"GO:0061687","GO:0061687","detoxification of inorganic compound",0,"0/85",""
"GO:0071722","GO:0071722","detoxification of arsenic-containing substance",0,"0/85",""
"GO:0140330","GO:0140330","xenobiotic detoxification by transmembrane export across the cell outer membrane",0,"0/85",""
"GO:1990961","GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane",0,"0/85",""
"GO:0031214","GO:0031214","biomineral tissue development",3,"3/85","MEF2C/SOX9/HEY1"
